document_id,shipment_id,sku,document_family,file_name,version,uploaded_at,issued_at,issuer_name,supersedes_document_id,extraction_status,file_present
DOC-0001363,SHP-000217,EU-APP-0005,Label Artwork,EU-APP-0005_FR_label_v4.pdf,4,2025-11-19,2025-11-19,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001364,SHP-000217,EU-APP-0005,Fibre Declaration,MAT-9101_declaration.pdf,1,2026-08-27,2025-11-19,,,COMPLETE,Yes
DOC-0001365,SHP-000217,EU-APP-0005,Classification Memo,SHP-000217_EU-APP-0005_classification.pdf,1,2026-08-27,2026-08-27,Customs broker,,COMPLETE,Yes
DOC-0001366,SHP-000217,EU-APP-0005,Tariff Query Snapshot,SHP-000217_EU-APP-0005_tariff_query.pdf,1,2026-08-27,2026-08-26,Access2Markets export,,COMPLETE,Yes
DOC-0001367,SHP-000218,,Commercial Invoice,SHP-000218_invoice_v1.pdf,1,2026-09-18,2026-09-18,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001368,SHP-000218,,Packing List,SHP-000218_packing_list.pdf,1,2026-09-18,2026-09-18,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001369,SHP-000218,EU-APP-0032,Fibre Declaration,MAT-6203_declaration.pdf,1,2026-09-18,2025-10-07,A. Sharma,,COMPLETE,Yes
DOC-0001370,SHP-000218,EU-APP-0032,Classification Memo,SHP-000218_EU-APP-0032_classification.pdf,1,2026-09-18,2026-09-18,Customs broker,,COMPLETE,Yes
DOC-0001371,SHP-000218,EU-APP-0032,Tariff Query Snapshot,SHP-000218_EU-APP-0032_tariff_query.pdf,1,2026-09-18,2026-08-26,Access2Markets export,,COMPLETE,Yes
DOC-0001372,SHP-000219,,Commercial Invoice,SHP-000219_invoice_v1.pdf,1,2026-11-27,2026-11-27,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0001373,SHP-000219,,Packing List,SHP-000219_packing_list.pdf,1,2026-11-27,2026-11-27,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0001374,SHP-000219,EU-APP-0016,Fibre Declaration,MAT-6579_declaration.pdf,1,2026-11-27,2024-10-06,A. Sharma,,COMPLETE,Yes
DOC-0001375,SHP-000219,EU-APP-0016,Classification Memo,SHP-000219_EU-APP-0016_classification.pdf,1,2026-11-27,2026-11-27,Exporter classification team,,COMPLETE,Yes
DOC-0001376,SHP-000219,EU-APP-0061,Fibre Declaration,MAT-1172_declaration.pdf,1,2026-11-27,2025-10-23,M. Kumar,,COMPLETE,Yes
DOC-0001377,SHP-000219,EU-APP-0061,Classification Memo,SHP-000219_EU-APP-0061_classification.pdf,1,2026-11-27,2026-11-27,Exporter classification team,,COMPLETE,Yes
DOC-0001378,SHP-000219,EU-APP-0061,Tariff Query Snapshot,SHP-000219_EU-APP-0061_tariff_query.pdf,1,2026-11-27,2026-11-14,Access2Markets export,,COMPLETE,Yes
DOC-0001379,SHP-000220,,Packing List,SHP-000220_packing_list.pdf,1,2026-07-11,2026-07-11,Aarav Fashion Exports,,COMPLETE,Yes
DOC-0001380,SHP-000220,EU-APP-0041,Fibre Declaration,MAT-1627_declaration.pdf,1,2026-07-11,2024-10-26,M. Kumar,,COMPLETE,Yes
DOC-0001381,SHP-000221,,Commercial Invoice,SHP-000221_invoice_v1.pdf,1,2026-07-12,2026-07-12,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0001382,SHP-000221,,Packing List,SHP-000221_packing_list.pdf,1,2026-07-12,2026-07-12,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0001383,SHP-000221,EU-APP-0051,Label Artwork,EU-APP-0051_FR_label_v4.pdf,3,2025-09-06,2025-09-06,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0001384,SHP-000221,EU-APP-0051,Fibre Declaration,MAT-8411_declaration.pdf,1,2026-07-12,2024-10-26,A. Sharma,,COMPLETE,Yes
DOC-0001385,SHP-000221,EU-APP-0051,Classification Memo,SHP-000221_EU-APP-0051_classification.pdf,1,2026-07-12,2026-07-12,Exporter classification team,,COMPLETE,Yes
DOC-0001386,SHP-000221,EU-APP-0051,Tariff Query Snapshot,SHP-000221_EU-APP-0051_tariff_query.pdf,1,2026-07-12,2026-06-17,Access2Markets export,,COMPLETE,Yes
DOC-0001387,SHP-000221,EU-APP-0027,Fibre Declaration,MAT-8262_declaration.pdf,1,2026-07-12,2025-08-10,Quality Manager,,COMPLETE,Yes
DOC-0001388,SHP-000221,EU-APP-0027,Classification Memo,SHP-000221_EU-APP-0027_classification.pdf,1,2026-07-12,2026-07-12,Customs broker,,COMPLETE,Yes
DOC-0001389,SHP-000221,EU-APP-0027,Tariff Query Snapshot,SHP-000221_EU-APP-0027_tariff_query.pdf,1,2026-07-12,2026-04-20,Access2Markets export,,COMPLETE,Yes
DOC-0001390,SHP-000222,,Commercial Invoice,SHP-000222_invoice_v1.pdf,1,2026-11-29,2026-11-29,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001391,SHP-000222,,Packing List,SHP-000222_packing_list.pdf,1,2026-11-29,2026-11-29,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001392,SHP-000222,EU-APP-0046,Fibre Declaration,MAT-6970_declaration.pdf,1,2026-11-29,2025-05-04,A. Sharma,,COMPLETE,Yes
DOC-0001393,SHP-000222,EU-APP-0046,Classification Memo,SHP-000222_EU-APP-0046_classification.pdf,1,2026-11-29,2026-11-29,Exporter classification team,,COMPLETE,Yes
DOC-0001394,SHP-000223,,Commercial Invoice,SHP-000223_invoice_v1.pdf,1,2026-07-06,2026-07-06,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001395,SHP-000223,,Packing List,SHP-000223_packing_list.pdf,1,2026-07-06,2026-07-06,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001396,SHP-000223,EU-APP-0017,Fibre Declaration,MAT-4540_declaration.pdf,1,2026-07-06,2026-02-25,A. Sharma,,COMPLETE,Yes
DOC-0001397,SHP-000223,EU-APP-0017,Classification Memo,SHP-000223_EU-APP-0017_classification.pdf,1,2026-07-06,2026-07-06,Customs broker,,COMPLETE,Yes
DOC-0001398,SHP-000223,EU-APP-0017,Tariff Query Snapshot,SHP-000223_EU-APP-0017_tariff_query.pdf,1,2026-07-06,2026-05-18,Access2Markets export,,COMPLETE,Yes
DOC-0001399,SHP-000223,EU-APP-0035,Fibre Declaration,MAT-3830_declaration.pdf,1,2026-07-06,2026-02-16,A. Sharma,,COMPLETE,Yes
DOC-0001400,SHP-000223,EU-APP-0035,Tariff Query Snapshot,SHP-000223_EU-APP-0035_tariff_query.pdf,1,2026-07-06,2026-03-31,Access2Markets export,,COMPLETE,Yes
DOC-0001401,SHP-000224,,Commercial Invoice,SHP-000224_invoice_v1.pdf,1,2026-10-03,2026-10-03,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0001402,SHP-000224,,Packing List,SHP-000224_packing_list.pdf,1,2026-10-03,2026-10-03,Royal Knitwear Exports,,COMPLETE,Yes
DOC-0001403,SHP-000224,EU-APP-0008,Fibre Declaration,MAT-9812_declaration.pdf,1,2026-10-03,2024-11-19,M. Kumar,,COMPLETE,Yes
DOC-0001404,SHP-000224,EU-APP-0008,Classification Memo,SHP-000224_EU-APP-0008_classification.pdf,1,2026-10-03,2026-10-03,Exporter classification team,,COMPLETE,Yes
DOC-0001405,SHP-000224,EU-APP-0008,Tariff Query Snapshot,SHP-000224_EU-APP-0008_tariff_query.pdf,1,2026-10-03,2026-06-27,Access2Markets export,,COMPLETE,Yes
DOC-0001406,SHP-000224,EU-APP-0064,Fibre Declaration,MAT-1018_declaration.pdf,1,2026-10-03,2025-02-07,A. Sharma,,COMPLETE,Yes
DOC-0001407,SHP-000224,EU-APP-0064,Classification Memo,SHP-000224_EU-APP-0064_classification.pdf,1,2026-10-03,2026-10-03,Exporter classification team,,COMPLETE,Yes
DOC-0001408,SHP-000224,EU-APP-0064,Tariff Query Snapshot,SHP-000224_EU-APP-0064_tariff_query.pdf,1,2026-10-03,2026-06-12,Access2Markets export,,COMPLETE,Yes
DOC-0001409,SHP-000225,,Commercial Invoice,SHP-000225_invoice_v1.pdf,1,2026-11-05,2026-11-05,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0001410,SHP-000225,,Packing List,SHP-000225_packing_list.pdf,1,2026-11-05,2026-11-05,Indus Cottonwear Pvt Ltd,,COMPLETE,Yes
DOC-0001411,SHP-000225,EU-APP-0003,Fibre Declaration,MAT-3166_declaration.pdf,1,2026-11-05,2024-06-20,,,COMPLETE,Yes
DOC-0001412,SHP-000225,EU-APP-0003,Classification Memo,SHP-000225_EU-APP-0003_classification.pdf,1,2026-11-05,2026-11-05,Customs broker,,COMPLETE,Yes
DOC-0001413,SHP-000225,EU-APP-0003,Tariff Query Snapshot,SHP-000225_EU-APP-0003_tariff_query.pdf,1,2026-11-05,2026-10-29,Access2Markets export,,COMPLETE,Yes
DOC-0001414,SHP-000226,,Commercial Invoice,SHP-000226_invoice_v1.pdf,1,2026-08-11,2026-08-11,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001415,SHP-000226,,Packing List,SHP-000226_packing_list.pdf,1,2026-08-11,2026-08-11,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001416,SHP-000226,,Transport Document,SHP-000226_transport.pdf,1,2026-08-11,2026-08-11,OceanBridge Logistics,,COMPLETE,Yes
DOC-0001417,SHP-000226,EU-APP-0017,Fibre Declaration,MAT-4540_declaration.pdf,1,2026-08-11,2026-02-25,A. Sharma,,COMPLETE,Yes
DOC-0001418,SHP-000226,EU-APP-0017,Tariff Query Snapshot,SHP-000226_EU-APP-0017_tariff_query.pdf,1,2026-08-11,2026-07-30,Access2Markets export,,COMPLETE,Yes
DOC-0001419,SHP-000227,,Commercial Invoice,SHP-000227_invoice_v1.pdf,1,2026-08-09,2026-08-09,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001420,SHP-000227,,Packing List,SHP-000227_packing_list.pdf,1,2026-08-09,2026-08-09,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001421,SHP-000227,EU-APP-0007,Fibre Declaration,MAT-6482_declaration.pdf,1,2026-08-09,2024-08-03,Quality Manager,,COMPLETE,Yes
DOC-0001422,SHP-000227,EU-APP-0007,Classification Memo,SHP-000227_EU-APP-0007_classification.pdf,1,2026-08-09,2026-08-09,Exporter classification team,,COMPLETE,Yes
DOC-0001423,SHP-000227,EU-APP-0007,Tariff Query Snapshot,SHP-000227_EU-APP-0007_tariff_query.pdf,1,2026-08-09,2026-06-10,Access2Markets export,,COMPLETE,Yes
DOC-0001424,SHP-000227,EU-APP-0026,Label Artwork,EU-APP-0026_IT_label_v4.pdf,4,2026-06-15,2026-06-15,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001425,SHP-000227,EU-APP-0026,Fibre Declaration,MAT-8808_declaration.pdf,1,2026-08-09,2024-10-23,M. Kumar,,COMPLETE,Yes
DOC-0001426,SHP-000227,EU-APP-0026,Classification Memo,SHP-000227_EU-APP-0026_classification.pdf,1,2026-08-09,2026-08-09,Customs broker,,COMPLETE,Yes
DOC-0001427,SHP-000227,EU-APP-0026,Tariff Query Snapshot,SHP-000227_EU-APP-0026_tariff_query.pdf,1,2026-08-09,2026-08-01,Access2Markets export,,COMPLETE,Yes
DOC-0001428,SHP-000228,,Commercial Invoice,SHP-000228_invoice_v1.pdf,1,2026-08-27,2026-08-27,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001429,SHP-000228,,Packing List,SHP-000228_packing_list.pdf,1,2026-08-27,2026-08-27,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001430,SHP-000228,EU-APP-0040,Label Artwork,EU-APP-0040_IT_label_v3.pdf,3,2025-08-05,2025-08-05,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001431,SHP-000228,EU-APP-0040,Fibre Declaration,MAT-4540_declaration.pdf,1,2026-08-27,2026-02-25,A. Sharma,,COMPLETE,Yes
DOC-0001432,SHP-000228,EU-APP-0040,Tariff Query Snapshot,SHP-000228_EU-APP-0040_tariff_query.pdf,1,2026-08-27,2026-06-19,Access2Markets export,,COMPLETE,Yes
DOC-0001433,SHP-000229,,Commercial Invoice,SHP-000229_invoice_v1.pdf,1,2026-12-08,2026-12-08,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001434,SHP-000229,,Packing List,SHP-000229_packing_list.pdf,1,2026-12-08,2026-12-08,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001435,SHP-000229,EU-APP-0067,Fibre Declaration,MAT-9665_declaration.pdf,1,2026-12-08,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0001436,SHP-000229,EU-APP-0067,Classification Memo,SHP-000229_EU-APP-0067_classification.pdf,1,2026-12-08,2026-12-08,Exporter classification team,,COMPLETE,Yes
DOC-0001437,SHP-000229,EU-APP-0067,Tariff Query Snapshot,SHP-000229_EU-APP-0067_tariff_query.pdf,1,2026-12-08,2026-10-03,Access2Markets export,,COMPLETE,Yes
DOC-0001438,SHP-000230,,Commercial Invoice,SHP-000230_invoice_v1.pdf,1,2026-08-28,2026-08-28,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001439,SHP-000230,,Packing List,SHP-000230_packing_list.pdf,1,2026-08-28,2026-08-28,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001440,SHP-000230,EU-APP-0014,Label Artwork,EU-APP-0014_NL_label_v3.pdf,2,2025-12-30,2025-12-30,Saffron Apparel Works,,COMPLETE,Yes
DOC-0001441,SHP-000230,EU-APP-0014,Fibre Declaration,MAT-1682_declaration.pdf,1,2026-08-28,2025-06-17,Quality Manager,,COMPLETE,Yes
DOC-0001442,SHP-000230,EU-APP-0014,Classification Memo,SHP-000230_EU-APP-0014_classification.pdf,1,2026-08-28,2026-08-28,Customs broker,,COMPLETE,Yes
DOC-0001443,SHP-000230,EU-APP-0014,Tariff Query Snapshot,SHP-000230_EU-APP-0014_tariff_query.pdf,1,2026-08-28,2026-07-31,Access2Markets export,,COMPLETE,Yes
DOC-0001444,SHP-000231,,Commercial Invoice,SHP-000231_invoice_v1.pdf,1,2026-09-23,2026-09-23,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001445,SHP-000231,,Packing List,SHP-000231_packing_list.pdf,1,2026-09-23,2026-09-23,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001446,SHP-000231,EU-APP-0027,Fibre Declaration,MAT-8262_declaration.pdf,1,2026-09-23,2025-08-10,Quality Manager,,COMPLETE,Yes
DOC-0001447,SHP-000231,EU-APP-0027,Classification Memo,SHP-000231_EU-APP-0027_classification.pdf,1,2026-09-23,2026-09-23,Customs broker,,COMPLETE,Yes
DOC-0001448,SHP-000231,EU-APP-0027,Tariff Query Snapshot,SHP-000231_EU-APP-0027_tariff_query.pdf,1,2026-09-23,2026-07-20,Access2Markets export,,COMPLETE,Yes
DOC-0001449,SHP-000231,EU-APP-0078,Fibre Declaration,MAT-7888_declaration.pdf,1,2026-09-23,2025-01-28,,,COMPLETE,Yes
DOC-0001450,SHP-000231,EU-APP-0078,Classification Memo,SHP-000231_EU-APP-0078_classification.pdf,1,2026-09-23,2026-09-23,Customs broker,,COMPLETE,Yes
DOC-0001451,SHP-000231,EU-APP-0026,Label Artwork,EU-APP-0026_DE_label_v3.pdf,2,2026-04-14,2026-04-14,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001452,SHP-000231,EU-APP-0026,Fibre Declaration,MAT-8044_declaration.pdf,1,2026-09-23,2024-06-25,A. Sharma,,COMPLETE,Yes
DOC-0001453,SHP-000231,EU-APP-0026,Classification Memo,SHP-000231_EU-APP-0026_classification.pdf,1,2026-09-23,2026-09-23,Exporter classification team,,COMPLETE,Yes
DOC-0001454,SHP-000231,EU-APP-0026,Tariff Query Snapshot,SHP-000231_EU-APP-0026_tariff_query.pdf,1,2026-09-23,2026-08-22,Access2Markets export,,COMPLETE,Yes
DOC-0001455,SHP-000232,,Commercial Invoice,SHP-000232_invoice_v1.pdf,1,2026-09-09,2026-09-09,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0001456,SHP-000232,,Packing List,SHP-000232_packing_list.pdf,1,2026-09-09,2026-09-09,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0001457,SHP-000232,EU-APP-0053,Fibre Declaration,MAT-6374_declaration.pdf,1,2026-09-09,2024-08-04,Quality Manager,,COMPLETE,Yes
DOC-0001458,SHP-000232,EU-APP-0053,Classification Memo,SHP-000232_EU-APP-0053_classification.pdf,1,2026-09-09,2026-09-09,Customs broker,,COMPLETE,Yes
DOC-0001459,SHP-000232,EU-APP-0053,Tariff Query Snapshot,SHP-000232_EU-APP-0053_tariff_query.pdf,1,2026-09-09,2026-06-18,Access2Markets export,,COMPLETE,Yes
DOC-0001460,SHP-000233,,Commercial Invoice,SHP-000233_invoice_v1.pdf,1,2026-07-24,2026-07-24,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001461,SHP-000233,,Packing List,SHP-000233_packing_list.pdf,1,2026-07-24,2026-07-24,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001462,SHP-000233,EU-APP-0063,Label Artwork,EU-APP-0063_NL_label_v4.pdf,2,2025-11-06,2025-11-06,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001463,SHP-000233,EU-APP-0063,Fibre Declaration,MAT-2536_declaration.pdf,1,2026-07-24,2025-02-15,,,COMPLETE,Yes
DOC-0001464,SHP-000233,EU-APP-0063,Classification Memo,SHP-000233_EU-APP-0063_classification.pdf,1,2026-07-24,2026-07-24,Customs broker,,COMPLETE,Yes
DOC-0001465,SHP-000233,EU-APP-0065,Fibre Declaration,MAT-9665_declaration.pdf,1,2026-07-24,2026-01-30,M. Kumar,,COMPLETE,Yes
DOC-0001466,SHP-000233,EU-APP-0065,Classification Memo,SHP-000233_EU-APP-0065_classification.pdf,1,2026-07-24,2026-07-24,Customs broker,,COMPLETE,Yes
DOC-0001467,SHP-000233,EU-APP-0065,Tariff Query Snapshot,SHP-000233_EU-APP-0065_tariff_query.pdf,1,2026-07-24,2026-03-30,Access2Markets export,,COMPLETE,Yes
DOC-0001468,SHP-000234,,Commercial Invoice,SHP-000234_invoice_v1.pdf,1,2026-09-15,2026-09-15,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0001469,SHP-000234,,Packing List,SHP-000234_packing_list.pdf,1,2026-09-15,2026-09-15,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0001470,SHP-000234,EU-APP-0033,Label Artwork,EU-APP-0033_IT_label_v1.pdf,4,2025-10-05,2025-10-05,Triveni Textiles Ltd,,COMPLETE,Yes
DOC-0001471,SHP-000234,EU-APP-0033,Fibre Declaration,MAT-2938_declaration.pdf,1,2026-09-15,2025-06-06,Quality Manager,,COMPLETE,Yes
DOC-0001472,SHP-000234,EU-APP-0033,Classification Memo,SHP-000234_EU-APP-0033_classification.pdf,1,2026-09-15,2026-09-15,Exporter classification team,,COMPLETE,Yes
DOC-0001473,SHP-000235,,Packing List,SHP-000235_packing_list.pdf,1,2026-07-25,2026-07-25,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001474,SHP-000235,,Transport Document,SHP-000235_transport.pdf,1,2026-07-25,2026-07-25,BlueWave Logistics,,COMPLETE,Yes
DOC-0001475,SHP-000235,EU-APP-0009,Label Artwork,EU-APP-0009_FR_label_v2.pdf,1,2026-01-11,2026-01-11,Vertex Apparel Industries,,COMPLETE,Yes
DOC-0001476,SHP-000235,EU-APP-0009,Fibre Declaration,MAT-5845_declaration.pdf,1,2026-07-25,2025-01-21,,,COMPLETE,Yes
DOC-0001477,SHP-000235,EU-APP-0009,Classification Memo,SHP-000235_EU-APP-0009_classification.pdf,1,2026-07-25,2026-07-25,Customs broker,,COMPLETE,Yes
DOC-0001478,SHP-000236,,Commercial Invoice,SHP-000236_invoice_v1.pdf,1,2026-10-07,2026-10-07,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0001479,SHP-000236,,Packing List,SHP-000236_packing_list.pdf,1,2026-10-07,2026-10-07,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0001480,SHP-000236,,Transport Document,SHP-000236_transport.pdf,1,2026-10-07,2026-10-07,OceanBridge Logistics,,COMPLETE,Yes
DOC-0001481,SHP-000236,EU-APP-0039,Label Artwork,EU-APP-0039_FR_label_v1.pdf,2,2025-10-13,2025-10-13,Everest Apparel Exports Pvt Ltd,,COMPLETE,Yes
DOC-0001482,SHP-000236,EU-APP-0039,Fibre Declaration,MAT-4280_declaration.pdf,1,2026-10-07,2024-11-05,,,COMPLETE,Yes
DOC-0001483,SHP-000236,EU-APP-0039,Classification Memo,SHP-000236_EU-APP-0039_classification.pdf,1,2026-10-07,2026-10-07,Customs broker,,COMPLETE,Yes
DOC-0001484,SHP-000237,,Commercial Invoice,SHP-000237_invoice_v1.pdf,1,2026-08-20,2026-08-20,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001485,SHP-000237,,Packing List,SHP-000237_packing_list.pdf,1,2026-08-20,2026-08-20,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001486,SHP-000237,EU-APP-0028,Fibre Declaration,MAT-6276_declaration.pdf,1,2026-08-20,2024-07-14,,,COMPLETE,Yes
DOC-0001487,SHP-000237,EU-APP-0028,Tariff Query Snapshot,SHP-000237_EU-APP-0028_tariff_query.pdf,1,2026-08-20,2026-04-29,Access2Markets export,,COMPLETE,Yes
DOC-0001488,SHP-000238,,Packing List,SHP-000238_packing_list.pdf,1,2026-11-16,2026-11-16,Lotus Garments LLP,,COMPLETE,Yes
DOC-0001489,SHP-000238,EU-APP-0027,Fibre Declaration,MAT-8262_declaration.pdf,1,2026-11-16,2025-08-10,Quality Manager,,COMPLETE,Yes
DOC-0001490,SHP-000238,EU-APP-0027,Classification Memo,SHP-000238_EU-APP-0027_classification.pdf,1,2026-11-16,2026-11-16,Exporter classification team,,COMPLETE,Yes
DOC-0001491,SHP-000238,EU-APP-0059,Fibre Declaration,MAT-5571_declaration.pdf,1,2026-11-16,2025-01-20,Quality Manager,,COMPLETE,Yes
DOC-0001492,SHP-000238,EU-APP-0059,Classification Memo,SHP-000238_EU-APP-0059_classification.pdf,1,2026-11-16,2026-11-16,Exporter classification team,,COMPLETE,Yes
DOC-0001493,SHP-000239,,Commercial Invoice,SHP-000239_invoice_v1.pdf,1,2026-11-07,2026-11-07,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001494,SHP-000239,,Packing List,SHP-000239_packing_list.pdf,1,2026-11-07,2026-11-07,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001495,SHP-000239,EU-APP-0070,Fibre Declaration,MAT-7119_declaration.pdf,1,2026-11-07,2026-01-28,Quality Manager,,COMPLETE,Yes
DOC-0001496,SHP-000239,EU-APP-0070,Classification Memo,SHP-000239_EU-APP-0070_classification.pdf,1,2026-11-07,2026-11-07,Exporter classification team,,COMPLETE,Yes
DOC-0001497,SHP-000239,EU-APP-0070,Tariff Query Snapshot,SHP-000239_EU-APP-0070_tariff_query.pdf,1,2026-11-07,2026-09-24,Access2Markets export,,COMPLETE,Yes
DOC-0001498,SHP-000240,,Commercial Invoice,SHP-000240_invoice_v1.pdf,1,2026-09-09,2026-09-09,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0001499,SHP-000240,,Packing List,SHP-000240_packing_list.pdf,1,2026-09-09,2026-09-09,Sunrise Clothing Co,,COMPLETE,Yes
DOC-0001500,SHP-000240,EU-APP-0059,Fibre Declaration,MAT-5571_declaration.pdf,1,2026-09-09,2025-01-20,Quality Manager,,COMPLETE,Yes
DOC-0001501,SHP-000240,EU-APP-0059,Classification Memo,SHP-000240_EU-APP-0059_classification.pdf,1,2026-09-09,2026-09-09,Exporter classification team,,COMPLETE,Yes
DOC-0001502,SHP-000241,,Commercial Invoice,SHP-000241_invoice_v1.pdf,1,2026-11-28,2026-11-28,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001503,SHP-000241,,Packing List,SHP-000241_packing_list.pdf,1,2026-11-28,2026-11-28,Silverline Garments LLP,,COMPLETE,Yes
DOC-0001504,SHP-000241,EU-APP-0038,Fibre Declaration,MAT-8808_declaration.pdf,1,2026-11-28,2024-10-23,M. Kumar,,COMPLETE,Yes
DOC-0001505,SHP-000241,EU-APP-0038,Classification Memo,SHP-000241_EU-APP-0038_classification.pdf,1,2026-11-28,2026-11-28,Customs broker,,COMPLETE,Yes
DOC-0001506,SHP-000241,EU-APP-0038,Tariff Query Snapshot,SHP-000241_EU-APP-0038_tariff_query.pdf,1,2026-11-28,2026-11-19,Access2Markets export,,COMPLETE,Yes
DOC-0001507,SHP-000242,,Commercial Invoice,SHP-000242_invoice_v1.pdf,1,2026-08-21,2026-08-21,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001508,SHP-000242,,Packing List,SHP-000242_packing_list.pdf,1,2026-08-21,2026-08-21,BlueRiver Fashions Pvt Ltd,,COMPLETE,Yes
DOC-0001509,SHP-000242,EU-APP-0039,Fibre Declaration,MAT-4280_declaration.pdf,1,2026-08-21,2024-11-05,,,COMPLETE,Yes
DOC-0001510,SHP-000242,EU-APP-0039,Classification Memo,SHP-000242_EU-APP-0039_classification.pdf,1,2026-08-21,2026-08-21,Customs broker,,COMPLETE,Yes
DOC-0001511,SHP-000243,,Commercial Invoice,SHP-000243_invoice_v1.pdf,1,2026-09-28,2026-09-28,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001512,SHP-000243,,Packing List,SHP-000243_packing_list.pdf,1,2026-09-28,2026-09-28,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001513,SHP-000243,,Transport Document,SHP-000243_transport.pdf,1,2026-09-28,2026-09-28,BlueWave Logistics,,COMPLETE,Yes
DOC-0001514,SHP-000243,EU-APP-0017,Fibre Declaration,MAT-3894_declaration.pdf,1,2026-09-28,2025-04-09,Quality Manager,,COMPLETE,Yes
DOC-0001515,SHP-000243,EU-APP-0017,Classification Memo,SHP-000243_EU-APP-0017_classification.pdf,1,2026-09-28,2026-09-28,Customs broker,,COMPLETE,Yes
DOC-0001516,SHP-000243,EU-APP-0017,Tariff Query Snapshot,SHP-000243_EU-APP-0017_tariff_query.pdf,1,2026-09-28,2026-07-31,Access2Markets export,,COMPLETE,Yes
DOC-0001517,SHP-000244,,Commercial Invoice,SHP-000244_invoice_v1.pdf,1,2026-08-09,2026-08-09,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001518,SHP-000244,,Packing List,SHP-000244_packing_list.pdf,1,2026-08-09,2026-08-09,Narmada Clothing Pvt Ltd,,COMPLETE,Yes
DOC-0001519,SHP-000244,,Transport Document,SHP-000244_transport.pdf,1,2026-08-09,2026-08-09,BlueWave Logistics,,COMPLETE,Yes
DOC-0001520,SHP-000244,EU-APP-0001,Fibre Declaration,MAT-9812_declaration.pdf,1,2026-08-09,2024-11-19,M. Kumar,,COMPLETE,Yes
DOC-0001521,SHP-000244,EU-APP-0001,Classification Memo,SHP-000244_EU-APP-0001_classification.pdf,1,2026-08-09,2026-08-09,Customs broker,,COMPLETE,Yes
DOC-0001522,SHP-000244,EU-APP-0062,Fibre Declaration,MAT-6261_declaration.pdf,1,2026-08-09,2024-08-09,Quality Manager,,COMPLETE,Yes
DOC-0001523,SHP-000244,EU-APP-0062,Classification Memo,SHP-000244_EU-APP-0062_classification.pdf,1,2026-08-09,2026-08-09,Customs broker,,COMPLETE,Yes
