document_id,field_name,field_value_raw,page_number,extraction_confidence
DOC-0001532,basis,"construction, fibre composition and garment type",2,0.88
DOC-0001532,decision_type,Buyer-provided,3,0.85
DOC-0001533,origin,India,1,0.79
DOC-0001533,destination,FR,1,0.97
DOC-0001533,product_code,620520,2,0.78
DOC-0001533,query_date,2026-07-06,1,0.87
DOC-0001533,result_summary,Tariff and measures displayed in attached export,3,0.79
DOC-0001534,invoice_number,INV-000246,2,0.78
DOC-0001534,seller_name,Indus Cottonwear Pvt Ltd,1,0.88
DOC-0001534,buyer_name,Moda Stores SL,2,0.87
DOC-0001534,quantity_total,6686,2,0.77
DOC-0001534,total_value,114159.7,2,0.89
DOC-0001534,currency,USD,1,0.84
DOC-0001534,incoterm,CIF,3,0.88
DOC-0001534,origin_country,India,3,0.82
DOC-0001534,hs_code,620520,3,0.79
DOC-0001535,quantity_total,6686,2,0.93
DOC-0001535,package_count,72,2,0.97
DOC-0001535,gross_weight_kg,1978.02,2,0.88
DOC-0001535,volume_cbm,13.516,3,0.96
DOC-0001535,marks_and_numbers,MARK-0246,1,0.81
DOC-0001536,supplier_id,SUP-0014,3,0.87
DOC-0001536,material_code,MAT-8125,3,0.9
DOC-0001536,sku_reference,,3,0.88
DOC-0001536,fibre_composition,100% cotton,3,0.88
DOC-0001536,signature_present,Yes,2,0.8
DOC-0001536,valid_until,,1,0.84
DOC-0001537,product_description,Adult men woven shirt - Red,2,0.86
DOC-0001537,proposed_code,620520,2,0.84
DOC-0001537,basis,"construction, fibre composition and garment type",1,0.91
DOC-0001537,decision_type,Proposed,3,0.93
DOC-0001538,origin,India,3,0.83
DOC-0001538,destination,FR,3,0.83
DOC-0001538,product_code,620520,2,0.89
DOC-0001538,query_date,2026-08-09,1,0.89
DOC-0001538,result_summary,Tariff and measures displayed in attached export,2,0.97
DOC-0001539,supplier_id,SUP-0014,3,0.85
DOC-0001539,material_code,MAT-8125,1,0.93
DOC-0001539,sku_reference,,2,0.89
DOC-0001539,fibre_composition,100% cotton,3,0.95
DOC-0001539,signature_present,Yes,1,0.91
DOC-0001539,valid_until,,3,0.97
DOC-0001540,product_description,Adult unisex t-shirt - Navy,1,0.96
DOC-0001540,proposed_code,610910,2,0.9
DOC-0001540,basis,"construction, fibre composition and garment type",1,0.92
DOC-0001540,decision_type,Buyer-provided,1,0.87
DOC-0001541,origin,India,3,0.8
DOC-0001541,destination,FR,1,0.78
DOC-0001541,product_code,610910,2,0.77
DOC-0001541,query_date,2026-10-18,2,0.88
DOC-0001541,result_summary,Tariff and measures displayed in attached export,2,0.78
DOC-0001542,invoice_number,INV-000247,3,0.91
DOC-0001542,seller_name,Narmada Clothing Pvt Ltd,2,0.93
DOC-0001542,buyer_name,Galeria Retail SAS,3,0.98
DOC-0001542,quantity_total,2671,2,0.93
DOC-0001542,total_value,28552.99,2,0.89
DOC-0001542,currency,USD,2,0.82
DOC-0001542,incoterm,DAP,3,0.83
DOC-0001542,origin_country,India,3,0.9
DOC-0001542,hs_code,610443,3,0.85
DOC-0001543,quantity_total,2671,1,0.93
DOC-0001543,package_count,47,3,0.87
DOC-0001543,gross_weight_kg,1289.92,1,0.99
DOC-0001543,volume_cbm,6.124,1,0.93
DOC-0001543,marks_and_numbers,MARK-0247,3,0.77
DOC-0001544,supplier_id,SUP-0002,3,0.95
DOC-0001544,material_code,MAT-4540,1,0.8
DOC-0001544,sku_reference,,2,0.88
DOC-0001544,fibre_composition,70% viscose / 30% linen,1,0.98
DOC-0001544,signature_present,No,3,0.87
DOC-0001544,valid_until,2026-10-03,1,0.89
DOC-0001545,product_description,Adult women knitted dress - Beige,2,0.79
DOC-0001545,proposed_code,610443,1,0.92
DOC-0001545,basis,"construction, fibre composition and garment type",1,0.98
DOC-0001545,decision_type,Buyer-provided,1,0.85
DOC-0001546,origin,India,1,0.91
DOC-0001546,destination,DE,1,0.84
DOC-0001546,product_code,610443,1,0.97
DOC-0001546,query_date,2026-08-05,1,0.77
DOC-0001546,result_summary,Tariff and measures displayed in attached export,3,0.99
DOC-0001547,invoice_number,INV-000248,2,0.81
DOC-0001547,seller_name,Everest Apparel Exports Pvt Ltd,1,0.84
DOC-0001547,buyer_name,Nord Imports SAS,1,0.88
DOC-0001547,quantity_total,3490,3,0.85
DOC-0001547,total_value,60184.6,3,0.79
DOC-0001547,currency,USD,2,0.95
DOC-0001547,incoterm,DAP,3,0.9
DOC-0001547,origin_country,India,2,0.88
DOC-0001547,hs_code,620462,1,0.83
DOC-0001548,quantity_total,3490,2,0.92
DOC-0001548,package_count,74,2,0.86
DOC-0001548,gross_weight_kg,2037.49,3,0.79
DOC-0001548,volume_cbm,10.418,2,0.82
DOC-0001548,marks_and_numbers,MARK-0248,2,0.87
DOC-0001549,supplier_id,SUP-0012,2,0.92
DOC-0001549,material_code,MAT-6276,2,0.8
DOC-0001549,sku_reference,,1,0.98
DOC-0001549,fibre_composition,100% cotton,2,0.81
DOC-0001549,signature_present,Yes,2,0.94
DOC-0001549,valid_until,2027-11-25,3,0.98
DOC-0001550,product_description,Adult women woven trousers - White,3,0.93
DOC-0001550,proposed_code,620462,3,0.9
DOC-0001550,basis,"construction, fibre composition and garment type",2,0.96
DOC-0001550,decision_type,Proposed,3,0.85
DOC-0001551,origin,India,3,0.79
DOC-0001551,destination,FR,2,0.96
DOC-0001551,product_code,620462,2,0.93
DOC-0001551,query_date,2026-07-07,1,0.83
DOC-0001551,result_summary,Tariff and measures displayed in attached export,2,0.92
DOC-0001552,fibre_text,100% cotton,3,0.84
DOC-0001552,language_code,fr,2,0.84
DOC-0001552,animal_origin_statement,,3,0.96
DOC-0001552,manufacturer_name,Royal Knitwear Exports,1,0.78
DOC-0001552,product_identifier,EU-APP-0080,1,0.79
DOC-0001552,care_text,,1,0.81
DOC-0001553,supplier_id,SUP-0010,2,0.8
DOC-0001553,material_code,MAT-7395,2,0.84
DOC-0001553,sku_reference,,1,0.88
DOC-0001553,fibre_composition,60% cotton / 40% polyester,1,0.86
DOC-0001553,signature_present,No,1,0.78
DOC-0001553,valid_until,,1,0.91
DOC-0001554,product_description,Adult women woven trousers - Navy,2,0.86
DOC-0001554,proposed_code,620462,1,0.82
DOC-0001554,basis,"construction, fibre composition and garment type",2,0.99
DOC-0001554,decision_type,Proposed,3,0.85
DOC-0001555,origin,India,3,0.98
DOC-0001555,destination,FR,3,0.81
DOC-0001555,product_code,620462,1,0.9
DOC-0001555,query_date,2026-08-15,2,0.89
DOC-0001555,result_summary,Tariff and measures displayed in attached export,3,0.85
DOC-0001556,quantity_total,1862,2,0.95
DOC-0001556,package_count,35,3,0.94
DOC-0001556,gross_weight_kg,975.99,2,0.91
DOC-0001556,volume_cbm,5.709,3,0.85
DOC-0001556,marks_and_numbers,,1,0.81
DOC-0001557,document_number,AWB-581791,2,0.98
DOC-0001557,shipper,Triveni Textiles Ltd,2,0.84
DOC-0001557,consignee,Harbor Stores BV,1,0.99
DOC-0001557,destination_port,Bremerhaven,1,0.84
DOC-0001557,package_count,35,2,0.87
DOC-0001557,gross_weight_kg,975.99,1,0.78
DOC-0001558,supplier_id,SUP-0005,3,0.8
DOC-0001558,material_code,MAT-1694,1,0.78
DOC-0001558,sku_reference,,3,0.96
DOC-0001558,fibre_composition,95% cotton / 5% elastane,1,0.92
DOC-0001558,signature_present,Yes,1,0.81
DOC-0001558,valid_until,2027-03-05,3,0.77
DOC-0001559,product_description,Adult women woven trousers - Black,2,0.82
DOC-0001559,proposed_code,620462,3,0.77
DOC-0001559,basis,"construction, fibre composition and garment type",2,0.94
DOC-0001559,decision_type,Reviewed,1,0.8
DOC-0001560,origin,India,3,0.96
DOC-0001560,destination,DE,1,0.85
DOC-0001560,product_code,620462,2,0.89
DOC-0001560,query_date,2026-11-12,3,0.78
DOC-0001560,result_summary,Tariff and measures displayed in attached export,3,0.78
DOC-0001561,invoice_number,INV-000250,2,0.96
DOC-0001561,seller_name,Royal Knitwear Exports,2,0.98
DOC-0001561,buyer_name,Moda Imports SAS,2,0.8
DOC-0001561,quantity_total,4226,2,0.9
DOC-0001561,total_value,93732.68,1,0.78
DOC-0001561,currency,USD,3,0.93
DOC-0001561,incoterm,DAP,2,0.86
DOC-0001561,origin_country,India,2,0.99
DOC-0001561,hs_code,620462,1,0.8
DOC-0001562,quantity_total,4226,1,0.91
DOC-0001562,package_count,83,3,0.95
DOC-0001562,gross_weight_kg,2320.53,3,0.98
DOC-0001562,volume_cbm,12.138,3,0.82
DOC-0001562,marks_and_numbers,,1,0.95
DOC-0001563,fibre_text,"95% cotton, 5% elastane",1,0.95
DOC-0001563,language_code,it,2,0.86
DOC-0001563,animal_origin_statement,,1,0.96
DOC-0001563,manufacturer_name,Triveni Textiles Ltd,2,0.87
DOC-0001563,product_identifier,EU-APP-0047,1,0.88
DOC-0001563,care_text,Wash at 30C,1,0.78
DOC-0001564,supplier_id,SUP-0010,1,0.99
DOC-0001564,material_code,MAT-2735,2,0.79
DOC-0001564,sku_reference,EU-APP-0047,1,0.88
DOC-0001564,fibre_composition,95% cotton / 5% elastane,3,0.87
DOC-0001564,signature_present,Yes,3,0.87
DOC-0001564,valid_until,,1,0.8
DOC-0001565,product_description,Adult women woven trousers - Black,1,0.9
DOC-0001565,proposed_code,620462,3,0.77
DOC-0001565,basis,"construction, fibre composition and garment type",1,0.97
DOC-0001565,decision_type,Reviewed,2,0.83
DOC-0001566,invoice_number,INV-000251,2,0.89
DOC-0001566,seller_name,Sunrise Clothing Co,3,0.77
DOC-0001566,buyer_name,Moda Fashion SAS,1,0.8
DOC-0001566,quantity_total,2712,3,0.94
DOC-0001566,total_value,43690.32,1,0.84
DOC-0001566,currency,USD,3,0.94
DOC-0001566,incoterm,FOB,3,0.78
DOC-0001566,origin_country,India,3,0.76
DOC-0001566,hs_code,620520,3,0.83
DOC-0001567,quantity_total,2712,2,0.91
DOC-0001567,package_count,36,3,0.88
DOC-0001567,gross_weight_kg,1000.71,2,0.83
DOC-0001567,volume_cbm,6.624,3,0.93
DOC-0001567,marks_and_numbers,MARK-0251,1,0.88
DOC-0001568,fibre_text,100% cotton,3,0.85
DOC-0001568,language_code,es,1,0.78
DOC-0001568,animal_origin_statement,,1,0.94
DOC-0001568,manufacturer_name,Saffron Apparel Works,3,0.96
DOC-0001568,product_identifier,EU-APP-0049,2,0.9
DOC-0001568,care_text,Machine wash cold,3,0.81
DOC-0001569,supplier_id,SUP-0021,3,0.85
DOC-0001569,material_code,MAT-7842,2,0.97
DOC-0001569,sku_reference,EU-APP-0049,3,0.78
DOC-0001569,fibre_composition,100% cotton,2,0.83
DOC-0001569,signature_present,Yes,3,0.77
DOC-0001569,valid_until,2026-09-19,3,0.79
DOC-0001570,product_description,Adult men woven shirt - Olive,2,0.92
DOC-0001570,proposed_code,620520,3,0.89
DOC-0001570,basis,"construction, fibre composition and garment type",3,0.78
DOC-0001570,decision_type,Buyer-provided,2,0.77
DOC-0001571,invoice_number,INV-000252,3,0.86
DOC-0001571,seller_name,Aarav Fashion Exports,1,0.92
DOC-0001571,buyer_name,Galeria Retail SAS,2,0.98
DOC-0001571,quantity_total,3706,1,0.85
DOC-0001571,total_value,73564.1,3,0.87
DOC-0001571,currency,USD,3,0.76
DOC-0001571,incoterm,DAP,1,0.95
DOC-0001571,origin_country,India,1,0.98
DOC-0001571,hs_code,620520,2,0.85
DOC-0001572,quantity_total,3706,3,0.87
DOC-0001572,package_count,49,1,0.97
DOC-0001572,gross_weight_kg,1355.53,1,0.96
DOC-0001572,volume_cbm,8.53,1,0.88
DOC-0001572,marks_and_numbers,MARK-0252,2,0.9
DOC-0001573,supplier_id,SUP-0015,1,0.8
DOC-0001573,material_code,MAT-4019,1,0.83
DOC-0001573,sku_reference,EU-APP-0074,1,0.87
DOC-0001573,fibre_composition,100% polyester,3,0.87
DOC-0001573,signature_present,Yes,2,0.86
DOC-0001573,valid_until,2027-01-30,1,0.96
DOC-0001574,product_description,Adult men woven shirt - Navy,1,0.88
DOC-0001574,proposed_code,620520,3,0.88
DOC-0001574,basis,"construction, fibre composition and garment type",2,0.85
DOC-0001574,decision_type,Proposed,2,0.86
DOC-0001575,invoice_number,INV-000253,1,0.79
DOC-0001575,seller_name,Vertex Apparel Industries,3,0.97
DOC-0001575,buyer_name,Galeria Retail SAS,1,0.86
DOC-0001575,quantity_total,3888,1,0.89
DOC-0001575,total_value,95496.5,3,0.92
DOC-0001575,currency,USD,1,0.95
DOC-0001575,incoterm,CIF,2,0.8
DOC-0001575,origin_country,India,2,0.99
DOC-0001575,hs_code,620462,2,0.93
DOC-0001576,quantity_total,3938,3,0.84
DOC-0001576,package_count,82,1,0.89
DOC-0001576,gross_weight_kg,2271.36,1,0.78
DOC-0001576,volume_cbm,16.636,3,0.8
DOC-0001576,marks_and_numbers,MARK-0253,3,0.92
DOC-0001577,fibre_text,60% cotton / 40% polyester,2,0.94
DOC-0001577,language_code,de,1,0.96
DOC-0001577,animal_origin_statement,,1,0.97
DOC-0001577,manufacturer_name,Lotus Garments LLP,2,0.83
DOC-0001577,product_identifier,EU-APP-0036,1,0.81
DOC-0001577,care_text,Wash at 30C,3,0.86
DOC-0001578,supplier_id,SUP-0015,1,0.81
DOC-0001578,material_code,MAT-4466,1,0.96
DOC-0001578,sku_reference,EU-APP-0036,3,0.8
DOC-0001578,fibre_composition,60% cotton / 40% polyester,1,0.88
DOC-0001578,signature_present,No,1,0.86
DOC-0001578,valid_until,2027-04-04,3,0.82
DOC-0001579,product_description,Adult women woven trousers - White,2,0.97
DOC-0001579,proposed_code,620462,3,0.79
DOC-0001579,basis,"construction, fibre composition and garment type",2,0.84
DOC-0001579,decision_type,Reviewed,2,0.92
DOC-0001580,origin,India,1,0.82
DOC-0001580,destination,DE,2,0.93
DOC-0001580,product_code,620462,3,0.9
DOC-0001580,query_date,2026-07-03,1,0.98
DOC-0001580,result_summary,Tariff and measures displayed in attached export,1,0.78
DOC-0001581,invoice_number,INV-000254,2,0.9
DOC-0001581,seller_name,Indus Cottonwear Pvt Ltd,3,0.83
DOC-0001581,buyer_name,Riviera Fashion BV,3,0.83
DOC-0001581,quantity_total,420,1,0.83
DOC-0001581,total_value,1978.2,1,0.95
DOC-0001581,currency,USD,3,0.86
DOC-0001581,incoterm,FOB,2,0.78
DOC-0001581,origin_country,India,1,0.87
DOC-0001581,hs_code,620462,3,0.93
DOC-0001582,quantity_total,420,3,0.79
DOC-0001582,package_count,10,2,0.77
DOC-0001582,gross_weight_kg,252.37,1,0.96
DOC-0001582,volume_cbm,1.157,2,0.79
DOC-0001582,marks_and_numbers,MARK-0254,2,0.82
DOC-0001583,supplier_id,SUP-0013,3,0.8
DOC-0001583,material_code,MAT-6428,3,0.89
DOC-0001583,sku_reference,EU-APP-0036,2,0.92
DOC-0001583,fibre_composition,60% cotton / 40% polyester,2,0.82
DOC-0001583,signature_present,Yes,3,0.8
DOC-0001583,valid_until,2027-10-23,2,0.93
DOC-0001584,product_description,Adult women woven trousers - White,2,0.96
DOC-0001584,proposed_code,620462,2,0.91
DOC-0001584,basis,"construction, fibre composition and garment type",3,0.76
DOC-0001584,decision_type,Proposed,2,0.92
DOC-0001585,origin,India,2,0.88
DOC-0001585,destination,Spain,3,0.96
DOC-0001585,product_code,620462,3,0.89
DOC-0001585,query_date,2026-10-28,1,0.98
DOC-0001585,result_summary,Tariff and measures displayed in attached export,3,0.84
DOC-0001586,invoice_number,INV-000255,3,0.88
DOC-0001586,seller_name,Lotus Garments LLP,3,0.79
DOC-0001586,buyer_name,Nord Stores SRL,1,0.79
DOC-0001586,quantity_total,2689,1,0.79
DOC-0001586,total_value,38236.44,2,0.94
DOC-0001586,currency,USD,3,0.81
DOC-0001586,incoterm,FOB,1,0.89
DOC-0001586,origin_country,India,3,0.87
DOC-0001586,hs_code,611020,2,0.9
DOC-0001587,quantity_total,2739,2,0.98
DOC-0001587,package_count,70,2,0.92
DOC-0001587,gross_weight_kg,1957.22,1,0.94
DOC-0001587,volume_cbm,10.441,1,0.81
DOC-0001587,marks_and_numbers,MARK-0255,3,0.93
DOC-0001588,supplier_id,SUP-0018,1,0.94
DOC-0001588,material_code,MAT-2938,3,0.88
DOC-0001588,sku_reference,,1,0.84
DOC-0001588,fibre_composition,60% cotton / 40% polyester,3,0.97
DOC-0001588,signature_present,No,1,0.9
DOC-0001588,valid_until,2027-08-14,1,0.91
DOC-0001589,origin,India,1,0.84
DOC-0001589,destination,France,3,0.78
DOC-0001589,product_code,611020,1,0.91
DOC-0001589,query_date,2026-05-14,3,0.99
DOC-0001589,result_summary,Tariff and measures displayed in attached export,2,0.87
DOC-0001590,invoice_number,INV-000256,3,0.98
DOC-0001590,seller_name,Aarav Fashion Exports,1,0.88
DOC-0001590,buyer_name,Maison Retail BV,1,0.9
DOC-0001590,quantity_total,2964,2,0.79
DOC-0001590,total_value,35775.48,2,0.88
DOC-0001590,currency,USD,3,0.94
DOC-0001590,incoterm,DAP,1,0.91
DOC-0001590,origin_country,India,2,0.85
DOC-0001590,hs_code,610910,1,0.85
DOC-0001591,quantity_total,2964,3,0.89
DOC-0001591,package_count,24,1,0.8
DOC-0001591,gross_weight_kg,661.26,2,0.77
DOC-0001591,volume_cbm,3.108,3,0.87
DOC-0001591,marks_and_numbers,MARK-0256,3,0.93
DOC-0001592,supplier_id,SUP-0016,3,0.98
DOC-0001592,material_code,MAT-9576,2,0.91
DOC-0001592,sku_reference,EU-APP-0077,2,0.86
DOC-0001592,fibre_composition,100% cotton,1,0.79
DOC-0001592,signature_present,Yes,2,0.89
DOC-0001592,valid_until,2027-03-03,2,0.99
DOC-0001593,product_description,Adult unisex knitted t-shirt - Pink,3,0.87
DOC-0001593,proposed_code,610910,1,0.97
DOC-0001593,basis,"construction, fibre composition and garment type",1,0.95
DOC-0001593,decision_type,Reviewed,3,0.77
DOC-0001594,origin,India,3,0.94
DOC-0001594,destination,NL,2,0.83
DOC-0001594,product_code,610910,2,0.91
DOC-0001594,query_date,2026-06-15,3,0.97
DOC-0001594,result_summary,Tariff and measures displayed in attached export,1,0.99
DOC-0001595,invoice_number,INV-000257,2,0.88
DOC-0001595,seller_name,Indus Cottonwear Pvt Ltd,2,0.8
DOC-0001595,buyer_name,Harbor Textiles SAS,1,0.95
DOC-0001595,quantity_total,3634,1,0.83
DOC-0001595,total_value,73879.22,3,0.95
DOC-0001595,currency,USD,2,0.97
DOC-0001595,incoterm,FOB,1,0.8
DOC-0001595,origin_country,India,3,0.85
DOC-0001595,hs_code,620520,1,0.9
DOC-0001596,quantity_total,3634,1,0.85
DOC-0001596,package_count,47,2,0.97
DOC-0001596,gross_weight_kg,1315.42,3,0.83
DOC-0001596,volume_cbm,6.626,1,0.86
DOC-0001596,marks_and_numbers,,2,0.85
DOC-0001597,supplier_id,SUP-0021,3,0.94
DOC-0001597,material_code,MAT-7842,1,0.79
DOC-0001597,sku_reference,EU-APP-0049,2,0.9
DOC-0001597,fibre_composition,100% cotton,1,0.81
DOC-0001597,signature_present,Yes,3,0.84
DOC-0001597,valid_until,2026-09-19,3,0.84
DOC-0001598,product_description,Adult men woven shirt - Olive,1,0.78
DOC-0001598,proposed_code,620520,1,0.79
DOC-0001598,basis,"construction, fibre composition and garment type",3,0.82
DOC-0001598,decision_type,Buyer-provided,3,0.96
DOC-0001599,origin,India,1,0.77
DOC-0001599,destination,NL,1,0.91
DOC-0001599,product_code,620520,3,0.97
DOC-0001599,query_date,2026-05-26,1,0.83
DOC-0001599,result_summary,Tariff and measures displayed in attached export,1,0.97
DOC-0001600,invoice_number,INV-000258,3,0.96
DOC-0001600,seller_name,Vertex Apparel Industries,3,0.93
DOC-0001600,buyer_name,Riviera Textiles SL,1,0.89
DOC-0001600,quantity_total,4300,3,0.99
DOC-0001600,total_value,81356.0,1,0.79
DOC-0001600,currency,USD,3,0.91
DOC-0001600,incoterm,CIP,2,0.78
DOC-0001600,origin_country,India,3,0.97
DOC-0001600,hs_code,620630,2,0.83
DOC-0001601,quantity_total,4300,2,0.8
DOC-0001601,package_count,42,2,0.88
DOC-0001601,gross_weight_kg,1152.89,1,0.79
DOC-0001601,volume_cbm,6.726,3,0.96
DOC-0001601,marks_and_numbers,MARK-0258,3,0.97
DOC-0001602,document_number,AWB-657334,2,0.84
DOC-0001602,shipper,Vertex Apparel Industries,3,0.89
DOC-0001602,consignee,Riviera Textiles SL,1,0.82
DOC-0001602,destination_port,Rotterdam,1,0.83
DOC-0001602,package_count,42,1,0.92
DOC-0001602,gross_weight_kg,1152.89,3,0.91
DOC-0001603,fibre_text,70% viscose / 30% linen,3,0.78
DOC-0001603,language_code,nl,3,0.84
DOC-0001603,animal_origin_statement,,2,0.92
DOC-0001603,manufacturer_name,Royal Knitwear Exports,2,0.87
DOC-0001603,product_identifier,EU-APP-0042,3,0.78
DOC-0001603,care_text,See symbols,3,0.76
DOC-0001604,supplier_id,SUP-0009,1,0.9
DOC-0001604,material_code,MAT-9665,3,0.78
DOC-0001604,sku_reference,,2,0.92
DOC-0001604,fibre_composition,70% viscose / 30% linen,1,0.9
DOC-0001604,signature_present,Yes,2,0.93
DOC-0001604,valid_until,2027-04-01,1,0.84
DOC-0001605,product_description,Adult women woven blouse - Beige,1,0.96
DOC-0001605,proposed_code,620630,3,0.81
DOC-0001605,basis,"construction, fibre composition and garment type",1,0.83
DOC-0001605,decision_type,Buyer-provided,1,0.92
DOC-0001606,origin,India,3,0.92
DOC-0001606,destination,The Netherlands,2,0.82
DOC-0001606,product_code,620630,2,0.82
DOC-0001606,query_date,2026-09-16,2,0.84
DOC-0001606,result_summary,Tariff and measures displayed in attached export,1,0.78
DOC-0001607,invoice_number,INV-000259,1,0.91
DOC-0001607,seller_name,Lotus Garments LLP,2,0.89
DOC-0001607,buyer_name,Euro Fashion BV,2,0.8
DOC-0001607,quantity_total,4337,1,0.88
DOC-0001607,total_value,19646.61,2,0.84
DOC-0001607,currency,USD,3,0.8
DOC-0001607,incoterm,CIP,1,0.91
DOC-0001607,origin_country,India,2,0.81
DOC-0001607,hs_code,620193,1,0.88
DOC-0001608,quantity_total,4337,2,0.85
DOC-0001608,package_count,153,1,0.93
DOC-0001608,gross_weight_kg,4278.43,3,0.98
DOC-0001608,volume_cbm,26.634,2,0.88
DOC-0001608,marks_and_numbers,MARK-0259,3,0.88
DOC-0001609,supplier_id,SUP-0009,3,0.86
DOC-0001609,material_code,MAT-9665,2,0.94
DOC-0001609,sku_reference,,3,0.82
DOC-0001609,fibre_composition,70% viscose / 30% linen,3,0.82
DOC-0001609,signature_present,Yes,3,0.83
DOC-0001609,valid_until,2027-04-01,1,0.97
DOC-0001610,product_description,Adult men woven jacket - Black,2,0.93
DOC-0001610,proposed_code,620193,3,0.9
DOC-0001610,basis,"construction, fibre composition and garment type",3,0.9
DOC-0001610,decision_type,Buyer-provided,1,0.81
DOC-0001611,origin,India,1,0.87
DOC-0001611,destination,DE,2,0.88
DOC-0001611,product_code,620193,2,0.96
DOC-0001611,query_date,2026-06-18,3,0.81
DOC-0001611,result_summary,Tariff and measures displayed in attached export,1,0.9
DOC-0001612,invoice_number,INV-000260,2,0.8
DOC-0001612,seller_name,Sunrise Clothing Co,1,0.83
DOC-0001612,buyer_name,Galeria Imports SL,3,0.94
DOC-0001612,quantity_total,5857,1,0.89
DOC-0001612,total_value,85641.26,1,0.98
DOC-0001612,currency,USD,3,0.97
DOC-0001612,incoterm,CIP,2,0.84
DOC-0001612,origin_country,India,2,0.82
DOC-0001612,hs_code,61044300,1,0.86
DOC-0001613,quantity_total,5857,1,0.79
DOC-0001613,package_count,92,3,0.99
DOC-0001613,gross_weight_kg,2535.05,2,0.95
DOC-0001613,volume_cbm,13.575,2,0.9
DOC-0001613,marks_and_numbers,MARK-0260,3,0.88
DOC-0001614,document_number,AWB-268415,2,0.93
DOC-0001614,shipper,Sunrise Clothing Co,3,0.98
DOC-0001614,consignee,Galeria Imports SL,2,0.82
DOC-0001614,destination_port,Rotterdam,2,0.81
DOC-0001614,package_count,92,3,0.92
DOC-0001614,gross_weight_kg,2535.05,3,0.85
DOC-0001615,fibre_text,60% cotton / 40% polyester,3,0.97
DOC-0001615,language_code,nl,1,0.88
DOC-0001615,animal_origin_statement,,1,0.82
DOC-0001615,manufacturer_name,Aarav Fashion Exports,1,0.87
DOC-0001615,product_identifier,EU-APP-0031,1,0.93
DOC-0001615,care_text,See symbols,2,0.8
DOC-0001616,supplier_id,SUP-0025,1,0.8
DOC-0001616,material_code,MAT-3306,3,0.89
DOC-0001616,sku_reference,EU-APP-0031,1,0.88
DOC-0001616,fibre_composition,60% cotton / 40% polyester,3,0.92
DOC-0001616,signature_present,Yes,1,0.8
DOC-0001616,valid_until,,1,0.84
DOC-0001617,fibre_text,70% viscose / 30% linen,3,0.87
DOC-0001617,language_code,nl,2,0.94
DOC-0001617,animal_origin_statement,,3,0.79
DOC-0001617,manufacturer_name,Silverline Garments LLP,1,0.93
DOC-0001617,product_identifier,EU-APP-0035,3,0.84
DOC-0001617,care_text,Machine wash cold,3,0.88
DOC-0001618,supplier_id,SUP-0020,3,0.9
DOC-0001618,material_code,MAT-5766,2,0.82
DOC-0001618,sku_reference,EU-APP-0035,1,0.91
DOC-0001618,fibre_composition,70% viscose / 30% linen,2,0.97
DOC-0001618,signature_present,Yes,2,0.84
DOC-0001618,valid_until,2027-08-23,1,0.83
DOC-0001619,product_description,Adult women woven blouse - Grey,1,0.83
DOC-0001619,proposed_code,620630,1,0.8
DOC-0001619,basis,"construction, fibre composition and garment type",3,0.77
DOC-0001619,decision_type,Buyer-provided,3,0.86
DOC-0001620,origin,India,2,0.87
DOC-0001620,destination,NL,3,0.81
DOC-0001620,product_code,620630,2,0.78
DOC-0001620,query_date,2026-05-01,2,0.95
DOC-0001620,result_summary,Tariff and measures displayed in attached export,2,0.86
DOC-0001621,supplier_id,SUP-0013,1,0.96
DOC-0001621,material_code,MAT-9101,1,0.89
DOC-0001621,sku_reference,EU-APP-0005,2,0.95
DOC-0001621,fibre_composition,100% cotton,2,0.89
DOC-0001621,signature_present,Yes,3,0.93
DOC-0001621,valid_until,2027-09-12,2,0.96
DOC-0001622,product_description,Adult women woven trousers - Blue,2,0.91
DOC-0001622,proposed_code,620462,1,0.81
DOC-0001622,basis,"construction, fibre composition and garment type",3,0.79
DOC-0001622,decision_type,Reviewed,1,0.87
DOC-0001623,origin,India,2,0.98
DOC-0001623,destination,NL,2,0.77
DOC-0001623,product_code,620462,2,0.93
DOC-0001623,query_date,2026-04-11,1,0.77
DOC-0001623,result_summary,Tariff and measures displayed in attached export,1,0.79
DOC-0001624,invoice_number,INV-000261,1,0.78
DOC-0001624,seller_name,Vertex Apparel Industries,1,0.85
DOC-0001624,buyer_name,Riviera Textiles SRL,2,0.96
DOC-0001624,quantity_total,809,3,0.89
DOC-0001624,total_value,19569.71,2,0.93
DOC-0001624,currency,USD,2,0.81
DOC-0001624,incoterm,CIF,1,0.77
DOC-0001624,origin_country,India,3,0.79
DOC-0001624,hs_code,620630,3,0.78
DOC-0001625,quantity_total,809,1,0.78
DOC-0001625,package_count,9,1,0.84
DOC-0001625,gross_weight_kg,226.75,3,0.97
DOC-0001625,volume_cbm,1.325,2,0.81
DOC-0001625,marks_and_numbers,MARK-0261,2,0.77
DOC-0001626,supplier_id,SUP-0007,1,0.91
DOC-0001626,material_code,MAT-6559,3,0.93
DOC-0001626,sku_reference,,1,0.93
DOC-0001626,fibre_composition,100% cotton,1,0.96
DOC-0001626,signature_present,No,1,0.77
DOC-0001626,valid_until,,1,0.76
DOC-0001627,invoice_number,INV-000262,1,0.94
DOC-0001627,seller_name,Indus Cottonwear Pvt Ltd,3,0.88
DOC-0001627,buyer_name,Urban Stores SL,2,0.83
