rate_id,provider_name,origin_city,destination_country_raw,destination_port,transport_mode,rate_basis,base_rate,currency,minimum_charge,origin_charges,destination_charges,estimated_transit_days,valid_from,valid_to,weight_min_kg,weight_max_kg
RATE-000495,OceanBridge Logistics,Jaipur,DE,Bremerhaven,Air,per_kg,4.99,USD,106.0,169.95,90.21,5,2026-07-01,2027-03-31,1,5000
RATE-000496,SkyCargo Partners,Jaipur,DE,Bremerhaven,Air,per_kg,4.38,USD,375.05,129.47,166.13,7,2026-07-01,2027-03-31,1,5000
RATE-000497,BlueWave Logistics,Jaipur,DE,Bremerhaven,Sea LCL,per_cbm,209.79,USD,432.84,217.64,79.26,28,2026-07-01,2027-03-31,100,28000
RATE-000498,TransGlobe Freight,Jaipur,DE,Bremerhaven,Sea LCL,per_cbm,193.49,USD,280.19,196.8,141.75,22,2026-07-01,2027-03-31,100,28000
RATE-000499,OceanBridge Logistics,Jaipur,DE,Bremerhaven,Sea LCL,per_cbm,259.87,USD,231.4,220.06,107.04,38,2026-07-01,2027-03-31,100,28000
RATE-000500,SkyCargo Partners,Jaipur,DE,Bremerhaven,Sea LCL,per_cbm,187.57,USD,275.51,147.59,144.57,22,2026-07-01,2027-03-31,100,28000
RATE-000501,BlueWave Logistics,Jaipur,DE,Bremerhaven,Sea FCL,per_container,2142.13,USD,363.66,198.21,173.17,32,2026-07-01,2027-03-31,100,28000
RATE-000502,TransGlobe Freight,Jaipur,DE,Bremerhaven,Sea FCL,per_container,3432.55,EUR,491.55,159.49,61.39,28,2026-07-01,2027-03-31,100,28000
RATE-000503,OceanBridge Logistics,Jaipur,DE,Bremerhaven,Sea FCL,per_container,2787.41,USD,132.87,233.63,143.0,21,2026-07-01,2027-03-31,100,28000
RATE-000504,SkyCargo Partners,Jaipur,DE,Bremerhaven,Sea FCL,per_container,3231.34,USD,193.69,147.87,176.07,31,2026-07-01,2027-03-31,100,28000
RATE-000505,BlueWave Logistics,Jaipur,Netherlands,Rotterdam,Air,per_kg,4.31,EUR,162.78,220.15,74.74,6,2026-07-01,2027-03-31,1,5000
RATE-000506,TransGlobe Freight,Jaipur,Netherlands,Rotterdam,Air,per_kg,4.38,USD,81.82,148.39,181.83,4,2026-07-01,2027-03-31,1,5000
RATE-000507,OceanBridge Logistics,Jaipur,Netherlands,Rotterdam,Air,per_kg,6.62,USD,432.14,141.64,141.7,6,2026-07-01,2027-03-31,1,5000
RATE-000508,SkyCargo Partners,Jaipur,Netherlands,Rotterdam,Air,per_kg,4.3,USD,289.87,170.46,60.66,7,2026-07-01,2027-03-31,1,5000
RATE-000509,BlueWave Logistics,Jaipur,Netherlands,Rotterdam,Sea LCL,per_cbm,216.12,EUR,392.72,114.93,66.74,37,2026-07-01,2027-03-31,100,28000
RATE-000510,TransGlobe Freight,Jaipur,Netherlands,Rotterdam,Sea LCL,per_cbm,177.46,EUR,278.44,196.77,63.42,24,2026-07-01,2027-03-31,100,28000
RATE-000511,OceanBridge Logistics,Jaipur,Netherlands,Rotterdam,Sea LCL,per_cbm,256.7,USD,452.95,160.69,138.83,28,2026-07-01,2027-03-31,100,28000
RATE-000512,SkyCargo Partners,Jaipur,Netherlands,Rotterdam,Sea LCL,per_cbm,234.01,USD,319.35,96.31,115.83,32,2026-07-01,2027-03-31,100,28000
RATE-000513,BlueWave Logistics,Jaipur,Netherlands,Rotterdam,Sea FCL,per_container,2582.47,USD,122.36,217.87,110.0,30,2026-07-01,2027-03-31,100,28000
RATE-000514,TransGlobe Freight,Jaipur,Netherlands,Rotterdam,Sea FCL,per_container,2406.1,EUR,311.25,161.24,183.88,24,2026-07-01,2027-03-31,100,28000
RATE-000515,OceanBridge Logistics,Jaipur,Netherlands,Rotterdam,Sea FCL,per_container,3781.51,USD,449.05,116.65,124.54,33,2026-07-01,2027-03-31,100,28000
RATE-000516,SkyCargo Partners,Jaipur,Netherlands,Rotterdam,Sea FCL,per_container,3144.66,USD,163.22,196.97,107.89,25,2026-07-01,2027-03-31,100,28000
RATE-000517,BlueWave Logistics,Jaipur,French Republic,Le Havre,Air,per_kg,4.98,USD,276.88,235.23,110.53,7,2026-07-01,2027-03-31,1,5000
RATE-000518,TransGlobe Freight,Jaipur,French Republic,Le Havre,Air,per_kg,6.1,USD,253.77,222.69,97.87,10,2026-07-01,2027-03-31,1,5000
RATE-000519,OceanBridge Logistics,Jaipur,French Republic,Le Havre,Air,per_kg,5.66,EUR,179.24,130.1,90.42,9,2026-07-01,2027-03-31,1,5000
RATE-000520,SkyCargo Partners,Jaipur,French Republic,Le Havre,Air,per_kg,4.55,USD,303.43,230.55,72.39,8,2026-07-01,2027-03-31,1,5000
RATE-000521,BlueWave Logistics,Jaipur,French Republic,Le Havre,Sea LCL,per_cbm,245.96,USD,350.14,139.72,126.69,35,2026-07-01,2027-03-31,100,28000
RATE-000522,TransGlobe Freight,Jaipur,French Republic,Le Havre,Sea LCL,per_cbm,235.36,USD,119.65,137.62,148.81,29,2026-07-01,2027-03-31,100,28000
RATE-000523,OceanBridge Logistics,Jaipur,French Republic,Le Havre,Sea LCL,per_cbm,163.25,EUR,395.17,111.45,74.94,34,2026-07-01,2027-03-31,100,28000
RATE-000524,SkyCargo Partners,Jaipur,French Republic,Le Havre,Sea LCL,per_cbm,161.68,EUR,495.67,215.09,144.79,38,2026-07-01,2027-03-31,100,28000
RATE-000525,BlueWave Logistics,Jaipur,French Republic,Le Havre,Sea FCL,per_container,3620.95,USD,442.27,85.6,120.85,29,2026-07-01,2027-03-31,100,28000
RATE-000526,TransGlobe Freight,Jaipur,French Republic,Le Havre,Sea FCL,per_container,3231.26,EUR,418.78,148.65,136.8,26,2026-07-01,2027-03-31,100,28000
RATE-000527,OceanBridge Logistics,Jaipur,French Republic,Le Havre,Sea FCL,per_container,2219.52,USD,156.8,163.81,127.73,27,2026-07-01,2027-03-31,100,28000
RATE-000528,SkyCargo Partners,Jaipur,French Republic,Le Havre,Sea FCL,per_container,3359.0,EUR,415.2,135.15,142.78,32,2026-07-01,2027-03-31,100,28000
RATE-000529,BlueWave Logistics,Jaipur,French Republic,Marseille,Air,per_kg,5.34,EUR,159.02,89.35,125.66,6,2026-07-01,2027-03-31,1,5000
RATE-000530,TransGlobe Freight,Jaipur,French Republic,Marseille,Air,per_kg,5.84,USD,360.89,171.73,158.63,5,2026-07-01,2027-03-31,1,5000
RATE-000531,OceanBridge Logistics,Jaipur,French Republic,Marseille,Air,per_kg,4.96,USD,196.55,185.21,129.0,4,2026-07-01,2027-03-31,1,5000
RATE-000532,SkyCargo Partners,Jaipur,French Republic,Marseille,Air,per_kg,6.58,EUR,127.17,140.4,103.6,7,2026-07-01,2027-03-31,1,5000
RATE-000533,BlueWave Logistics,Jaipur,French Republic,Marseille,Sea LCL,per_cbm,173.12,USD,396.83,177.55,121.34,25,2026-07-01,2027-03-31,100,28000
RATE-000534,TransGlobe Freight,Jaipur,French Republic,Marseille,Sea LCL,per_cbm,253.84,USD,342.68,126.54,189.48,30,2026-07-01,2027-03-31,100,28000
RATE-000535,OceanBridge Logistics,Jaipur,French Republic,Marseille,Sea LCL,per_cbm,241.58,USD,469.86,130.23,74.39,36,2026-07-01,2027-03-31,100,28000
RATE-000536,SkyCargo Partners,Jaipur,French Republic,Marseille,Sea LCL,per_cbm,149.42,USD,244.7,98.92,89.64,33,2026-07-01,2027-03-31,100,28000
RATE-000537,BlueWave Logistics,Jaipur,French Republic,Marseille,Sea FCL,per_container,3193.31,EUR,396.3,84.55,121.3,36,2026-07-01,2027-03-31,100,28000
RATE-000538,TransGlobe Freight,Jaipur,French Republic,Marseille,Sea FCL,per_container,3234.44,EUR,162.49,194.87,87.39,29,2026-07-01,2027-03-31,100,28000
RATE-000539,OceanBridge Logistics,Jaipur,French Republic,Marseille,Sea FCL,per_container,3251.11,EUR,271.63,229.83,149.18,30,2026-07-01,2027-03-31,100,28000
RATE-000540,SkyCargo Partners,Jaipur,French Republic,Marseille,Sea FCL,per_container,3061.14,EUR,105.95,189.76,118.97,33,2026-07-01,2027-03-31,100,28000
RATE-000541,BlueWave Logistics,Jaipur,Italia,Genoa,Air,per_kg,5.36,EUR,99.59,120.29,159.61,5,2026-07-01,2027-03-31,1,5000
RATE-000542,TransGlobe Freight,Jaipur,Italia,Genoa,Air,per_kg,5.44,USD,490.42,88.95,92.95,8,2026-07-01,2027-03-31,1,5000
RATE-000543,OceanBridge Logistics,Jaipur,Italia,Genoa,Air,per_kg,5.55,EUR,235.22,84.65,78.15,8,2026-07-01,2027-03-31,1,5000
RATE-000544,SkyCargo Partners,Jaipur,Italia,Genoa,Air,per_kg,5.07,USD,498.09,196.07,76.49,9,2026-07-01,2027-03-31,1,5000
RATE-000545,BlueWave Logistics,Jaipur,Italia,Genoa,Sea LCL,per_cbm,252.03,EUR,390.67,191.78,71.36,32,2026-07-01,2027-03-31,100,28000
RATE-000546,TransGlobe Freight,Jaipur,Italia,Genoa,Sea LCL,per_cbm,180.64,EUR,495.42,175.34,108.48,26,2026-07-01,2027-03-31,100,28000
RATE-000547,OceanBridge Logistics,Jaipur,Italia,Genoa,Sea LCL,per_cbm,196.73,USD,242.97,128.98,140.47,25,2026-07-01,2027-03-31,100,28000
RATE-000548,SkyCargo Partners,Jaipur,Italia,Genoa,Sea LCL,per_cbm,258.68,USD,110.07,147.67,153.48,36,2026-07-01,2027-03-31,100,28000
RATE-000549,BlueWave Logistics,Jaipur,Italia,Genoa,Sea FCL,per_container,3893.4,EUR,250.47,142.75,166.3,31,2026-07-01,2027-03-31,100,28000
RATE-000550,TransGlobe Freight,Jaipur,Italia,Genoa,Sea FCL,per_container,2706.48,USD,265.61,146.79,77.23,23,2026-07-01,2027-03-31,100,28000
RATE-000551,OceanBridge Logistics,Jaipur,Italia,Genoa,Sea FCL,per_container,2956.84,EUR,388.4,104.43,122.63,23,2026-07-01,2027-03-31,100,28000
RATE-000552,SkyCargo Partners,Jaipur,Italia,Genoa,Sea FCL,per_container,2593.54,USD,90.93,116.14,96.71,27,2026-07-01,2027-03-31,100,28000
RATE-000553,BlueWave Logistics,Jaipur,Spain,Barcelona,Air,per_kg,4.24,USD,173.02,208.67,92.36,4,2026-07-01,2027-03-31,1,5000
RATE-000554,TransGlobe Freight,Jaipur,Spain,Barcelona,Air,per_kg,5.73,USD,340.57,107.38,63.29,9,2026-07-01,2027-03-31,1,5000
RATE-000555,OceanBridge Logistics,Jaipur,Spain,Barcelona,Air,per_kg,4.26,EUR,365.59,148.81,104.71,4,2026-07-01,2027-03-31,1,5000
RATE-000556,SkyCargo Partners,Jaipur,Spain,Barcelona,Air,per_kg,4.75,USD,260.82,100.63,101.03,10,2026-07-01,2027-03-31,1,5000
RATE-000557,BlueWave Logistics,Jaipur,Spain,Barcelona,Sea LCL,per_cbm,130.85,USD,303.41,88.59,149.01,31,2026-07-01,2027-03-31,100,28000
RATE-000558,TransGlobe Freight,Jaipur,Spain,Barcelona,Sea LCL,per_cbm,129.99,USD,230.54,172.71,112.98,22,2026-07-01,2027-03-31,100,28000
RATE-000559,OceanBridge Logistics,Jaipur,Spain,Barcelona,Sea LCL,per_cbm,275.16,USD,483.12,154.51,111.3,34,2026-07-01,2027-03-31,100,28000
RATE-000560,SkyCargo Partners,Jaipur,Spain,Barcelona,Sea LCL,per_cbm,139.58,EUR,458.03,81.99,131.15,33,2026-07-01,2027-03-31,100,28000
RATE-000561,BlueWave Logistics,Jaipur,Spain,Barcelona,Sea FCL,per_container,3264.17,USD,101.9,83.04,155.35,33,2026-07-01,2027-03-31,100,28000
RATE-000562,TransGlobe Freight,Jaipur,Spain,Barcelona,Sea FCL,per_container,2956.28,EUR,208.15,218.3,102.66,25,2026-07-01,2027-03-31,100,28000
RATE-000563,OceanBridge Logistics,Jaipur,Spain,Barcelona,Sea FCL,per_container,3654.33,USD,369.08,142.15,64.34,30,2026-07-01,2027-03-31,100,28000
RATE-000564,SkyCargo Partners,Jaipur,Spain,Barcelona,Sea FCL,per_container,2888.04,USD,182.66,117.14,126.25,30,2026-07-01,2027-03-31,100,28000
RATE-000565,BlueWave Logistics,Jaipur,Spain,Valencia,Air,per_kg,6.13,USD,303.0,161.75,162.54,10,2026-07-01,2027-03-31,1,5000
RATE-000566,TransGlobe Freight,Jaipur,Spain,Valencia,Air,per_kg,5.76,USD,456.2,181.87,108.65,4,2026-07-01,2027-03-31,1,5000
RATE-000567,OceanBridge Logistics,Jaipur,Spain,Valencia,Air,per_kg,4.18,USD,223.48,201.0,107.4,9,2026-07-01,2027-03-31,1,5000
RATE-000568,SkyCargo Partners,Jaipur,Spain,Valencia,Air,per_kg,4.12,USD,359.67,148.75,97.65,6,2026-07-01,2027-03-31,1,5000
RATE-000569,BlueWave Logistics,Jaipur,Spain,Valencia,Sea LCL,per_cbm,238.21,USD,187.59,132.72,124.58,36,2026-07-01,2027-03-31,100,28000
RATE-000570,TransGlobe Freight,Jaipur,Spain,Valencia,Sea LCL,per_cbm,166.23,USD,471.96,84.94,116.21,33,2026-07-01,2027-03-31,100,28000
RATE-000571,OceanBridge Logistics,Jaipur,Spain,Valencia,Sea LCL,per_cbm,210.06,EUR,118.05,155.04,176.87,28,2026-07-01,2027-03-31,100,28000
RATE-000572,SkyCargo Partners,Jaipur,Spain,Valencia,Sea LCL,per_cbm,213.2,EUR,86.32,164.15,145.03,34,2026-07-01,2027-03-31,100,28000
RATE-000573,BlueWave Logistics,Jaipur,Spain,Valencia,Sea FCL,per_container,2627.05,USD,156.73,233.76,112.53,26,2026-07-01,2027-03-31,100,28000
RATE-000574,TransGlobe Freight,Jaipur,Spain,Valencia,Sea FCL,per_container,3340.97,USD,400.03,106.64,166.49,27,2026-07-01,2027-03-31,100,28000
RATE-000575,OceanBridge Logistics,Jaipur,Spain,Valencia,Sea FCL,per_container,2334.69,USD,241.61,131.22,71.35,26,2026-07-01,2027-03-31,100,28000
RATE-000576,SkyCargo Partners,Jaipur,Spain,Valencia,Sea FCL,per_container,2470.52,USD,463.83,164.95,176.75,28,2026-07-01,2027-03-31,100,28000
RATE-000577,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Air,per_kg,6.85,USD,258.77,80.9,150.49,6,2026-07-01,2027-03-31,1,5000
RATE-000578,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Hamburg,Air,per_kg,6.15,USD,166.84,190.63,110.36,4,2026-07-01,2027-03-31,1,5000
RATE-000579,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Air,per_kg,6.73,USD,108.11,206.95,92.98,10,2026-07-01,2027-03-31,1,5000
RATE-000580,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Hamburg,Air,per_kg,5.16,EUR,255.99,227.53,180.04,8,2026-07-01,2027-03-31,1,5000
RATE-000581,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,148.46,USD,307.3,191.2,116.33,24,2026-07-01,2027-03-31,100,28000
RATE-000582,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,225.3,EUR,292.96,113.46,102.59,26,2026-07-01,2027-03-31,100,28000
RATE-000583,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,227.36,USD,466.76,105.46,134.18,24,2026-07-01,2027-03-31,100,28000
RATE-000584,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,261.31,USD,262.46,141.97,120.56,37,2026-07-01,2027-03-31,100,28000
RATE-000585,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2167.5,EUR,115.46,152.76,90.45,25,2026-07-01,2027-03-31,100,28000
RATE-000586,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2885.2,USD,370.05,232.99,118.54,28,2026-07-01,2027-03-31,100,28000
RATE-000587,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Hamburg,Sea FCL,per_container,3778.98,USD,321.24,131.64,165.92,35,2026-07-01,2027-03-31,100,28000
RATE-000588,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2838.96,USD,166.09,170.99,162.69,22,2026-07-01,2027-03-31,100,28000
RATE-000589,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Air,per_kg,4.95,USD,298.49,217.07,128.92,7,2026-07-01,2027-03-31,1,5000
RATE-000590,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Bremerhaven,Air,per_kg,4.44,USD,391.75,146.31,169.89,9,2026-07-01,2027-03-31,1,5000
RATE-000591,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.05,EUR,191.43,201.93,134.29,4,2026-07-01,2027-03-31,1,5000
RATE-000592,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.02,USD,186.2,157.57,95.49,7,2026-07-01,2027-03-31,1,5000
RATE-000593,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,276.53,USD,337.25,222.95,180.51,35,2026-07-01,2027-03-31,100,28000
RATE-000594,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,270.28,USD,424.71,229.09,124.88,32,2026-07-01,2027-03-31,100,28000
RATE-000595,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,184.37,EUR,240.81,141.93,174.19,31,2026-07-01,2027-03-31,100,28000
RATE-000596,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,147.64,USD,428.68,167.29,143.94,23,2026-07-01,2027-03-31,100,28000
RATE-000597,BlueWave Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2920.89,USD,241.96,130.32,146.65,32,2026-07-01,2027-03-31,100,28000
RATE-000598,TransGlobe Freight,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,3416.48,EUR,110.73,118.57,169.37,27,2026-07-01,2027-03-31,100,28000
RATE-000599,OceanBridge Logistics,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2749.28,EUR,493.58,172.15,115.74,23,2026-07-01,2027-03-31,100,28000
RATE-000600,SkyCargo Partners,Ahmedabad,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2305.66,USD,310.64,138.61,140.24,26,2026-07-01,2027-03-31,100,28000
RATE-000601,BlueWave Logistics,Ahmedabad,Netherlands,Rotterdam,Air,per_kg,6.44,EUR,194.08,107.63,60.45,9,2026-07-01,2027-03-31,1,5000
RATE-000602,TransGlobe Freight,Ahmedabad,Netherlands,Rotterdam,Air,per_kg,6.84,USD,321.08,86.27,131.24,4,2026-07-01,2027-03-31,1,5000
RATE-000603,OceanBridge Logistics,Ahmedabad,Netherlands,Rotterdam,Air,per_kg,6.93,EUR,344.73,147.77,185.81,5,2026-07-01,2027-03-31,1,5000
RATE-000604,SkyCargo Partners,Ahmedabad,Netherlands,Rotterdam,Air,per_kg,4.98,USD,168.33,83.49,81.65,8,2026-07-01,2027-03-31,1,5000
RATE-000605,BlueWave Logistics,Ahmedabad,Netherlands,Rotterdam,Sea LCL,per_cbm,209.48,USD,248.97,80.96,182.33,27,2026-07-01,2027-03-31,100,28000
RATE-000606,TransGlobe Freight,Ahmedabad,Netherlands,Rotterdam,Sea LCL,per_cbm,158.42,USD,324.03,214.09,170.25,38,2026-07-01,2027-03-31,100,28000
RATE-000607,OceanBridge Logistics,Ahmedabad,Netherlands,Rotterdam,Sea LCL,per_cbm,268.71,USD,441.0,202.75,189.57,35,2026-07-01,2027-03-31,100,28000
RATE-000608,SkyCargo Partners,Ahmedabad,Netherlands,Rotterdam,Sea LCL,per_cbm,178.82,USD,484.75,209.09,148.24,35,2026-07-01,2027-03-31,100,28000
RATE-000609,BlueWave Logistics,Ahmedabad,Netherlands,Rotterdam,Sea FCL,per_container,2944.67,EUR,93.97,162.63,118.72,29,2026-07-01,2027-03-31,100,28000
RATE-000610,TransGlobe Freight,Ahmedabad,Netherlands,Rotterdam,Sea FCL,per_container,2277.47,EUR,471.21,122.19,185.51,28,2026-07-01,2027-03-31,100,28000
RATE-000611,OceanBridge Logistics,Ahmedabad,Netherlands,Rotterdam,Sea FCL,per_container,2081.42,USD,420.53,120.56,106.07,35,2026-07-01,2027-03-31,100,28000
RATE-000612,SkyCargo Partners,Ahmedabad,Netherlands,Rotterdam,Sea FCL,per_container,3116.49,EUR,85.37,208.14,176.34,25,2026-07-01,2027-03-31,100,28000
RATE-000613,BlueWave Logistics,Ahmedabad,France,Le Havre,Air,per_kg,6.27,USD,388.34,108.69,128.47,6,2026-07-01,2027-03-31,1,5000
RATE-000614,TransGlobe Freight,Ahmedabad,France,Le Havre,Air,per_kg,5.68,EUR,348.08,163.97,169.8,10,2026-07-01,2027-03-31,1,5000
RATE-000615,OceanBridge Logistics,Ahmedabad,France,Le Havre,Air,per_kg,4.19,EUR,133.17,231.49,108.29,5,2026-07-01,2027-03-31,1,5000
RATE-000616,SkyCargo Partners,Ahmedabad,France,Le Havre,Air,per_kg,5.68,EUR,169.53,206.94,133.55,10,2026-07-01,2027-03-31,1,5000
RATE-000617,BlueWave Logistics,Ahmedabad,France,Le Havre,Sea LCL,per_cbm,247.85,USD,203.33,122.71,163.98,30,2026-07-01,2027-03-31,100,28000
RATE-000618,TransGlobe Freight,Ahmedabad,France,Le Havre,Sea LCL,per_cbm,277.2,USD,199.99,82.67,147.27,22,2026-07-01,2027-03-31,100,28000
RATE-000619,OceanBridge Logistics,Ahmedabad,France,Le Havre,Sea LCL,per_cbm,251.77,USD,246.42,227.78,112.8,31,2026-07-01,2027-03-31,100,28000
RATE-000620,SkyCargo Partners,Ahmedabad,France,Le Havre,Sea LCL,per_cbm,259.0,EUR,356.47,156.64,130.05,35,2026-07-01,2027-03-31,100,28000
RATE-000621,BlueWave Logistics,Ahmedabad,France,Le Havre,Sea FCL,per_container,2316.36,USD,160.3,139.25,95.08,21,2026-07-01,2027-03-31,100,28000
RATE-000622,TransGlobe Freight,Ahmedabad,France,Le Havre,Sea FCL,per_container,1982.67,USD,316.94,224.34,189.21,25,2026-07-01,2027-03-31,100,28000
RATE-000623,OceanBridge Logistics,Ahmedabad,France,Le Havre,Sea FCL,per_container,3038.76,USD,439.23,122.12,148.84,22,2026-07-01,2027-03-31,100,28000
RATE-000624,SkyCargo Partners,Ahmedabad,France,Le Havre,Sea FCL,per_container,2604.5,EUR,459.91,153.34,61.68,26,2026-07-01,2027-03-31,100,28000
RATE-000625,BlueWave Logistics,Ahmedabad,France,Marseille,Air,per_kg,5.43,USD,404.26,141.91,168.74,9,2026-07-01,2027-03-31,1,5000
RATE-000626,TransGlobe Freight,Ahmedabad,France,Marseille,Air,per_kg,5.33,USD,414.0,226.44,135.22,4,2026-07-01,2027-03-31,1,5000
RATE-000627,OceanBridge Logistics,Ahmedabad,France,Marseille,Air,per_kg,5.2,USD,437.38,131.86,175.71,8,2026-07-01,2027-03-31,1,5000
RATE-000628,SkyCargo Partners,Ahmedabad,France,Marseille,Air,per_kg,5.67,USD,148.58,158.22,71.74,4,2026-07-01,2027-03-31,1,5000
RATE-000629,BlueWave Logistics,Ahmedabad,France,Marseille,Sea LCL,per_cbm,220.57,USD,465.73,85.21,84.81,35,2026-07-01,2027-03-31,100,28000
RATE-000630,TransGlobe Freight,Ahmedabad,France,Marseille,Sea LCL,per_cbm,227.22,USD,482.14,159.45,95.84,24,2026-07-01,2027-03-31,100,28000
RATE-000631,OceanBridge Logistics,Ahmedabad,France,Marseille,Sea LCL,per_cbm,197.95,USD,138.31,199.48,144.9,37,2026-07-01,2027-03-31,100,28000
RATE-000632,SkyCargo Partners,Ahmedabad,France,Marseille,Sea LCL,per_cbm,240.69,USD,425.56,180.59,129.19,22,2026-07-01,2027-03-31,100,28000
RATE-000633,BlueWave Logistics,Ahmedabad,France,Marseille,Sea FCL,per_container,1811.72,EUR,82.1,92.57,170.73,23,2026-07-01,2027-03-31,100,28000
RATE-000634,TransGlobe Freight,Ahmedabad,France,Marseille,Sea FCL,per_container,2764.25,EUR,343.5,150.39,178.62,30,2026-07-01,2027-03-31,100,28000
RATE-000635,OceanBridge Logistics,Ahmedabad,France,Marseille,Sea FCL,per_container,2735.45,USD,267.81,82.9,155.55,35,2026-07-01,2027-03-31,100,28000
RATE-000636,SkyCargo Partners,Ahmedabad,France,Marseille,Sea FCL,per_container,2418.55,EUR,483.87,189.08,157.63,26,2026-07-01,2027-03-31,100,28000
RATE-000637,BlueWave Logistics,Ahmedabad,Italia,Genoa,Air,per_kg,5.99,USD,197.86,156.67,93.44,6,2026-07-01,2027-03-31,1,5000
RATE-000638,TransGlobe Freight,Ahmedabad,Italia,Genoa,Air,per_kg,4.74,USD,175.83,127.4,168.42,6,2026-07-01,2027-03-31,1,5000
RATE-000639,OceanBridge Logistics,Ahmedabad,Italia,Genoa,Air,per_kg,4.5,USD,464.36,175.55,150.7,7,2026-07-01,2027-03-31,1,5000
RATE-000640,SkyCargo Partners,Ahmedabad,Italia,Genoa,Air,per_kg,4.81,USD,103.2,111.75,169.31,5,2026-07-01,2027-03-31,1,5000
RATE-000641,BlueWave Logistics,Ahmedabad,Italia,Genoa,Sea LCL,per_cbm,265.19,USD,292.33,148.03,98.46,25,2026-07-01,2027-03-31,100,28000
RATE-000642,TransGlobe Freight,Ahmedabad,Italia,Genoa,Sea LCL,per_cbm,152.44,USD,264.48,99.58,123.46,31,2026-07-01,2027-03-31,100,28000
RATE-000643,OceanBridge Logistics,Ahmedabad,Italia,Genoa,Sea LCL,per_cbm,166.25,USD,321.01,128.75,68.16,25,2026-07-01,2027-03-31,100,28000
RATE-000644,SkyCargo Partners,Ahmedabad,Italia,Genoa,Sea LCL,per_cbm,231.55,USD,468.97,107.86,189.97,30,2026-07-01,2027-03-31,100,28000
RATE-000645,BlueWave Logistics,Ahmedabad,Italia,Genoa,Sea FCL,per_container,2350.8,USD,258.04,160.65,107.69,21,2026-07-01,2027-03-31,100,28000
RATE-000646,TransGlobe Freight,Ahmedabad,Italia,Genoa,Sea FCL,per_container,2852.77,EUR,409.56,231.68,188.05,36,2026-07-01,2027-03-31,100,28000
RATE-000647,OceanBridge Logistics,Ahmedabad,Italia,Genoa,Sea FCL,per_container,1973.01,USD,349.01,98.89,77.44,33,2026-07-01,2027-03-31,100,28000
RATE-000648,SkyCargo Partners,Ahmedabad,Italia,Genoa,Sea FCL,per_container,2307.07,USD,417.26,225.09,186.17,25,2026-07-01,2027-03-31,100,28000
RATE-000649,BlueWave Logistics,Ahmedabad,Spain,Barcelona,Air,per_kg,6.07,USD,460.46,234.43,68.26,8,2026-07-01,2027-03-31,1,5000
RATE-000650,TransGlobe Freight,Ahmedabad,Spain,Barcelona,Air,per_kg,5.37,USD,198.85,195.76,86.75,10,2026-07-01,2027-03-31,1,5000
RATE-000651,OceanBridge Logistics,Ahmedabad,Spain,Barcelona,Air,per_kg,4.84,USD,436.46,91.76,76.54,4,2026-07-01,2027-03-31,1,5000
RATE-000652,SkyCargo Partners,Ahmedabad,Spain,Barcelona,Air,per_kg,5.9,USD,244.16,98.78,83.33,4,2026-07-01,2027-03-31,1,5000
RATE-000653,BlueWave Logistics,Ahmedabad,Spain,Barcelona,Sea LCL,per_cbm,169.74,USD,375.82,82.74,141.04,34,2026-07-01,2027-03-31,100,28000
RATE-000654,TransGlobe Freight,Ahmedabad,Spain,Barcelona,Sea LCL,per_cbm,276.76,EUR,339.06,136.73,115.1,32,2026-07-01,2027-03-31,100,28000
